tweet,index
"RT @YSRCParty: Days before #Demonetization announcement, @ncbn sold his Heritage shares,clearly evident that he had prior knowledge of the…",223
"RT @rishibagree: This is exactly how some people behaving on #demonetization 

Since Modi Did it lets oppose it
If Sonia Gandhi have done i…",224
"RT @JasBJP: Today I delivered a speech on various issues including #BlackMoney n #demonetization at @BJPKonnagar
@narendramodi @AmitShah @s…",225
RT @jamewils: Economy and cost of #Demonetization! https://t.co/YwAO2MES5G,226
RT @kanimozhi: Ts is exactly what Pappu &amp; opposition has done to themselves by opposing #Demonetization Now none can stop Modi bandwagon ti…,227
"RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",228
"RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",229
"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",230
"RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",231
RT @ShefVaidya: NO. @MamtaOfficiaI will say this fire was caused because of #DeMonetization and @narendramodi is responsible! https://t.co/…,232
"RT @sandipsabharwal: Most people are with you @narendramodi on #Demonetization
Pl run a poll on where citizens face most harassment in the…",233
RT @JLLIndia: #Demonetization's Impact On the #India #Retail sector - Re-Tales by Pankaj Renjhen | ET Retail https://t.co/aVcYTIhdtH,234
RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG,235
RT @Dipankar_cpiml: The Modi app on #DeMonetization proves once again that the govt is totally indifferent to the mounting misery and hards…,236
RT @aartic02: A World Economist is Rubbishing #Demonetization in India and mind it he doesn't have to score Brownie Points in Indian Politi…,237
"RT @harshkkapoor: #DeMonetization survey results after 24 hours
5Lacs opinions
Amazing response&amp; Commitment in fight against Blackmoney
@na…",238
RT @Hemant_80: Did you vote on #Demonetization on Modi survey app?,239
RT @Hemant_80: Did you vote on #Demonetization on Modi survey app?,240
RT @ANI_news: Gurugram (Haryana): Post office employees provide cash exchange to patients in hospitals #demonetization https://t.co/uGMxUP9…,241
RT @Hemant_80: Did you vote on #Demonetization on Modi survey app?,242
"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",243
RT @Hemant_80: Did you vote on #Demonetization on Modi survey app?,244
RT @Hemant_80: Did you vote on #Demonetization on Modi survey app?,245
RT @aartic02: A World Economist is Rubbishing #Demonetization in India and mind it he doesn't have to score Brownie Points in Indian Politi…,246
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",247
RT @Hemant_80: Did you vote on #Demonetization on Modi survey app?,248
"RT @harshkkapoor: #DeMonetization survey results after 24 hours
5Lacs opinions
Amazing response&amp; Commitment in fight against Blackmoney
@na…",249
"RT @pGurus1: #Demonetization move of Modi; Who is supporting it, who is opposing it and why? A complete coverage of all parties - https://t…",250
@YRDeshmukh Yes. We should always rely on private psephologists/agencies . Always reliable.@realDonaldTrump can vouch for it.#demonetization,251
"RT @AmitDhiman_: #Demonetization is the 2nd word trending after #Intolerance. Thanks Pappu, Kejri, Mamta. #VishalJanSabha #KhulkeDulke #Ind…",252
"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",253
"RT @r_raghuraj: Today I saw 200 black money hoarders out of 125 crore
standing in ques outside Parliament against
#Demonetization https://t…",254
"RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",255
"RT @SharmaKhemchand: 2day #namovolunteers had meeting with @malviyamit ji over #demonetization, decided 2 expose opposition by
#<U+0938><U+093E><U+0930><U+0947>_<U+091A><U+094B><U+0930>_<U+092E>…",256
"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",257
RT @Dipankar_cpiml: The Modi app on #DeMonetization proves once again that the govt is totally indifferent to the mounting misery and hards…,258
Exceptional response by the people in support of #Demonetization https://t.co/AntAlYTwYO,259
"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",260
"RT @tweepul: Even if you're 100% white money &amp; even if you're unaffected, this #demonetization move has given a lot of folks a reason to pa…",261
"Mr.Dust-o-bin of TMC to release Mamta App world wide,to look after #demonetization support.  

@quizderek @Goldenthrust",262
"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",263
RT @TalkOrTweets: #Demonetization Now affecting even the dumb rich ...who now have to use public transport https://t.co/8RW0WZat3o,264
"Cousin fired 27 staff today with a promise 2 rehire in 6 months.Says no new orders + no cash to pay them .Heartbreaking.

#Demonetization",265
"I thought only black money holder wud hate demonetization.
No there r many, we cal them by many names like C#%, l#$, etc etc
#demonetization",266
.@suraj_agarwal_ more bhakt abuse more Modi reduce #demonetization open pandora box everyone knows Modi has no brain everything go in drain,267
"How can a #PM who can't even #control his #emotions, #control an #entire #nation! #Demonetization #NotADefaulter #PMModi #NotProCongress! <ed><U+00A0><U+00BE><ed><U+00B4><U+0090><ed><U+00A0><U+00BD><ed><U+00B8><U+0092>",268
"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",269
"RT @Atheist_Krishna: The effect of #Demonetization !!
. https://t.co/A8of7zh2f5",270
"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",271
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,272
RT @AAPVind: #Demonetization Is Disaster!  @naam_pk,273
RT @Dipankar_cpiml: The Modi app on #DeMonetization proves once again that the govt is totally indifferent to the mounting misery and hards…,274
"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",275
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,276
"RT @kapil_kausik: #Doltiwal I mean #JaiChandKejriwal is ""hurt"" by #Demonetization as the same has rendered USELESS <ed><U+00A0><U+00BD><ed><U+00B1><U+0089> ""acquired funds"" No wo…",277
RT @Punitspeaks: Survey result so far by @PMOIndia on #Demonetization. 5 lakh response in 24 hrs. 90% supports note ban. #MeraDeshBadalRaha…,278
RT @AAPVind: #Demonetization Is Disaster!  @naam_pk,279
RT @AAPVind: #Demonetization Is Disaster!  @naam_pk,280
RT @AAPVind: #Demonetization Is Disaster!  @naam_pk,281
RT @AAPVind: #Demonetization Is Disaster!  @naam_pk,282
"RT @RoflGandhi_: No issues with #demonetization, my maid's son exchanged money in just 15 mins, that too when she doesn't have a son and I…",283
RT @AAPVind: #Demonetization Is Disaster!  @naam_pk,284
"RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",285
.@RajanAnandan would be interesting to look at this research again in light of #demonetization.. A real #blackswan!… https://t.co/cVUn1WF4IS,286
#Demonetization Is Disaster!  @naam_pk,287
"RT @Joydeep_911: Calling all Nationalists to join...
Walk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas…",288
"RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",289
RT @Hemant_80: Did you vote on #Demonetization on Modi survey app?,290
"RT @kapil_kausik: #Doltiwal I mean #JaiChandKejriwal is ""hurt"" by #Demonetization as the same has rendered USELESS <ed><U+00A0><U+00BD><ed><U+00B1><U+0089> ""acquired funds"" No wo…",291
"Things are very fast getting back to normal. No long queues in Bhopal banks and ATMs anymore.
#DeMonetization",292
@ArvindKejriwal @AamAadmiParty how you guys reached 8 lakh ghotala in #Demonetization process. Pls explain the number @TimesNow,293
"World is full of #smart #people
#demonetization https://t.co/JTLnZ8hD2d",294
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,295
RT @mrpatel1954: #Demonetization has long term benefits. Pain now is temporary. Let us help #nation to make #India #corruption free.,296
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,297
"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",298
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,299
"RT @Savitri4Ever: Wow! #Demonetization Survey Response: 5 Lakh citizens in little over 24 hrs!
Participate now!
https://t.co/pwVrLD6tSg
via…",300
"RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",301
"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",302
"RT @kapil_kausik: #Doltiwal I mean #JaiChandKejriwal is ""hurt"" by #Demonetization as the same has rendered USELESS <ed><U+00A0><U+00BD><ed><U+00B1><U+0089> ""acquired funds"" No wo…",303
"RT @Gadgets360: After the #demonetization, searches about #NarendraModi's app are trending on app stores https://t.co/ZetKRqqClX",304
RT @ajit_ranade: Not surgical strike. It's the nuclear button. This is Modi's Pokhran. Kudos #demonetization,305
"RT @DrKumarVishwas: And the Oscar goes to ""Mr.<U+092D><U+093E><U+0935><U+0941><U+0915>"" <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A5><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>#demonetization https://t.co/ObQrhlNSL6",306
"Amazing how videos showing ppl happy with #demonetization end up as mobile forwards, unhappy videos land on @sardesairajdeep tl #prestitutes",307
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,308
"Rahul Gandhi-'PM favours Rich people',@OfficeofRG who do u think Peons and sarkari babu are? #Demonetization",309
"RT @harshkkapoor: #DeMonetization survey results after 24 hours
5Lacs opinions
Amazing response&amp; Commitment in fight against Blackmoney
@na…",310
RT @kanimozhi: Ts is exactly what Pappu &amp; opposition has done to themselves by opposing #Demonetization Now none can stop Modi bandwagon ti…,311
"#Demonetization modi ji just like your survey,mrs. clinton  was also winning the elections in all the surveys!",312
"RT @harshkkapoor: #DeMonetization survey results after 24 hours
5Lacs opinions
Amazing response&amp; Commitment in fight against Blackmoney
@na…",313
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,314
RT @MDiplomacyWORLD: Acid test for #Modi and #BJP: #Demonetization hits #Indian life #India #banking #SouthAsia https://t.co/394uVTOM2l,315
RT @MDiplomacyWORLD: Acid test for #Modi and #BJP: #Demonetization hits #Indian life #India #banking #SouthAsia https://t.co/394uVTOM2l,316
RT @MDiplomacyWORLD: Acid test for #Modi and #BJP: #Demonetization hits #Indian life #India #banking #SouthAsia https://t.co/394uVTOM2l,317
RT @RealHistoryPic: Can't say anything about Productivity but Creativity has increased after #Demonetization.(2016) https://t.co/0fMh3UMbVq,318
RT @Hemant_80: Did you vote on #Demonetization on Modi survey app?,319
Acid test for #Modi and #BJP: #Demonetization hits #Indian life #India #banking #SouthAsia https://t.co/394uVTOM2l,320
